3.646064981415718E+9	299.573199999999990E+0	-1.479864772409201E-6	-1.680430057646394E-9	-5.677842251158351E-9	733.117504217577120E-6	-3.402270171050988E-3	84.678470002866899E-6	-207.080418739054230E-6	33.386772937702901E-12	84.107888334453998E-15	-260.947911585766120E-9	522.504381363662890E-9	-136.072879598231960E-9	293.036907719967830E-9	10.117244155133826E-12	2.607553096991642E-12	10.906204976164506E-6	-14.263967090457653E-6	8.768976688584323E-6	-13.592884535494739E-6	1.117519103949897E-12	490.584269874168300E-15	650.154927370160510E-9	-91.114176881068856E-9	920.962203047832010E-9	-175.886492260366470E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	449.279720085221230E+6	19.422033852287751E+6
3.646064983689163E+9	299.626800000000000E+0	-1.479864772409201E-6	-1.691544438451903E-9	-5.671863450343743E-9	743.628995981531920E-6	-3.380355324639571E-3	98.974492758702553E-6	-186.499287890965050E-6	33.185043595556036E-12	2.186211561511041E-12	-981.673093894848140E-9	-539.957198097975960E-9	1.140087754971072E-6	-907.561355423883240E-9	291.523088796956970E-15	-2.700492410591948E-12	-2.997476795599905E-6	3.658282688182440E-6	-2.135108571743883E-6	3.575295669628215E-6	-18.112750900075076E-15	-823.886050946199180E-15	-472.881372091708980E-9	265.169964784407470E-9	-331.079784106305320E-9	548.000319521595450E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	452.010857144352790E+6	19.426055637581203E+6
3.646064986223710E+9	299.685499999999990E+0	-1.479864772409201E-6	-1.696636121652176E-9	-5.672060734014026E-9	753.256119308373400E-6	-3.377928696950920E-3	107.736424459680550E-6	-177.669550400915470E-6	33.471755718033187E-12	1.638117179788718E-12	-142.450228524826580E-9	645.388368489753230E-9	2.245858086090199E-6	-732.292593683584800E-9	1.533172563897290E-12	8.797225223599253E-12	13.503409031407888E-6	-2.837003243757329E-6	12.240876658979953E-6	-2.641502355250913E-6	-185.853649958933790E-15	-131.109943473166020E-15	83.251646740157013E-9	69.480373755067298E-9	-813.788281033166210E-9	-1.341331675646147E-6	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	448.139025821063340E+6	19.285504479853556E+6
3.646064988543526E+9	299.742900000000020E+0	-1.479864772409201E-6	-1.692629180037672E-9	-5.679547025458303E-9	728.568529289932050E-6	-3.402430111584800E-3	78.099101324737756E-6	-194.820878984245230E-6	35.136400977479850E-12	618.608774713987380E-15	-135.330257124522860E-9	677.836379168145600E-9	-977.153342751395610E-9	-2.664765530543437E-6	-2.502311071717888E-12	-9.658077988322241E-12	-9.485341377261677E-6	-3.101961876501185E-6	-9.258057489636136E-6	-1.654072027519390E-6	-1.738662856529945E-12	2.394655469164255E-12	-36.508228161096579E-9	-385.731391063076810E-9	-1.152829962429432E-6	649.874782624571730E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	426.907696369187770E+6	18.512693670080293E+6
3.646064990488683E+9	299.794300000000020E+0	-1.479864772409201E-6	-1.704597887760006E-9	-5.680128595895798E-9	729.684592437918470E-6	-3.398964271933236E-3	79.287430674796310E-6	-183.445626843558820E-6	33.422167452084781E-12	1.567605801559013E-12	-224.444034956283670E-9	-98.961100197206396E-9	-2.215949393350494E-6	-422.099976207461680E-9	-9.021423675758927E-12	-10.391498357197739E-12	-16.791803181990540E-6	169.849227899868700E-9	-15.071980803552777E-6	3.293323480592217E-6	3.736298632835669E-12	181.085593621702000E-15	238.662443578521140E-9	-203.365798512340460E-9	-894.973077834627060E-9	-175.041465072699840E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	448.803926959690390E+6	19.460053352181748E+6
3.646064992604496E+9	299.843599999999980E+0	-1.479864772409201E-6	-1.694627342969802E-9	-5.685396155358859E-9	710.595060608415160E-6	-3.392310546609201E-3	66.879583589281902E-6	-185.483863322201370E-6	32.871676465434669E-12	-247.760927047879450E-15	-428.310832322379470E-9	-867.856669869399730E-9	469.138526365737630E-9	150.267297475979840E-9	-5.561586596273481E-12	-13.504014284901441E-12	-19.633247957991701E-6	2.678559434215593E-6	-16.738539658714185E-6	4.652203310702799E-6	1.224692630834671E-12	-1.563979315259391E-12	436.768302726063190E-9	560.873170685046870E-9	-1.361585984132317E-6	-1.038091266852276E-6	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	456.319896424292450E+6	19.582678653338995E+6
3.646064994552107E+9	299.891000000000020E+0	-1.479864772409201E-6	-1.692658054339612E-9	-5.678595203523582E-9	720.751945632009490E-6	-3.378083155908686E-3	80.349456843358566E-6	-180.175999723650300E-6	33.874440500693516E-12	702.665465273070880E-15	-79.274197027693198E-9	715.666850996890130E-9	-1.977679165903847E-6	-2.229954429745150E-6	-8.291626306263965E-12	-9.639453625145928E-12	-15.467420932873789E-6	4.826679126819956E-6	-12.545607859848396E-6	6.912945766970706E-6	-2.931817849109071E-12	-1.750535287266413E-12	182.305341130461740E-9	-283.978557658768370E-9	-449.729342165402180E-9	-26.211148263706708E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	442.811741781916740E+6	18.905182766798463E+6
3.646064996598225E+9	299.945800000000020E+0	-1.479864772409201E-6	-1.685722379975599E-9	-5.675933299299836E-9	741.680893247568460E-6	-3.379148139883690E-3	97.436996388226762E-6	-188.798229103318620E-6	34.607809119550442E-12	352.554128255866050E-15	562.763656207643900E-9	1.203935118255485E-6	-1.292934408749916E-6	-1.354279831939798E-6	-2.784725130761186E-12	-284.682865856110690E-15	3.916120793973844E-6	-2.632500040842134E-6	2.282833113418041E-6	-2.004060436363435E-6	1.952951213104830E-12	-2.007881549350106E-12	-358.551923819748570E-9	-410.866989335976370E-9	-472.800737329558630E-9	-226.708255525255080E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	433.428188076958840E+6	18.615564326358907E+6
3.646064999119005E+9	300.005699999999990E+0	-1.479864772409201E-6	-1.696456148466272E-9	-5.669048024262148E-9	733.063384458530930E-6	-3.346918546084493E-3	98.868205220352786E-6	-163.596846354712050E-6	31.487312472677703E-12	2.070000988909306E-12	124.108718687808280E-9	50.348141117712033E-9	-1.244979248888012E-6	-1.351840534561066E-6	-5.470955432886159E-12	9.629840236617003E-12	13.804274686742731E-6	12.231496166921053E-6	13.860651531590095E-6	9.957436045579415E-6	-2.291803503229620E-12	1.610334486244204E-12	182.031812144164110E-9	202.607629419515770E-9	-520.089988759063070E-9	-196.430515178975710E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	476.382352829123140E+6	20.141292775891386E+6
3.646065001562868E+9	300.059100000000000E+0	-1.479864772409201E-6	-1.686226669086693E-9	-5.670259863550147E-9	743.067859608017500E-6	-3.368460991371763E-3	103.965791944140170E-6	-186.591321062786440E-6	35.224880793702056E-12	-1.219831177830614E-12	-497.241739401872330E-9	33.419418264887489E-9	1.322213598766575E-6	-426.347517944536120E-9	-464.283256384410060E-15	5.593098621628119E-12	6.593391873233450E-6	1.833472607113324E-6	6.233166283770658E-6	1.484233050986077E-6	926.782523565754300E-15	2.496789398801134E-12	-29.858439154651447E-9	408.503716227214170E-9	-228.384302661728050E-9	878.986349110957830E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	425.835365855429290E+6	18.143484186840568E+6
3.646065003699206E+9	300.114700000000030E+0	-1.479864772409201E-6	-1.680230946914706E-9	-5.659684084969477E-9	742.086938062769590E-6	-3.359069390110484E-3	105.574073190079660E-6	-183.782701280898410E-6	34.010564275718372E-12	237.057038464549200E-15	-462.556566796593320E-9	420.227354232348160E-9	-562.081389248684980E-9	502.900237574758860E-9	-149.171339226014050E-15	-814.901100932322440E-15	1.233601781136770E-6	-4.515866940325634E-6	782.068884442261830E-9	-3.738369649568677E-6	1.395374076821854E-12	986.714700648594040E-15	193.597330229453780E-9	452.197588793565390E-9	696.649858730860310E-9	-145.411489041078030E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	441.039433465358730E+6	18.715151554457575E+6
3.646065005769814E+9	300.161200000000010E+0	-1.479864772409201E-6	-1.682847099515707E-9	-5.653750301495171E-9	768.914719929778650E-6	-3.354639888812183E-3	130.265760569575130E-6	-184.025339390351390E-6	32.459009814268246E-12	1.342635754080144E-12	586.279353624564260E-9	424.212179333688180E-9	-3.663355651266684E-6	3.074547615132330E-6	6.122565286205396E-12	-11.186294775881875E-12	-11.290852709963266E-6	-15.898994727306099E-6	-11.029093428421645E-6	-11.971822409905609E-6	1.860918504642483E-12	-168.285723345950450E-15	-90.907360199666964E-9	485.897594606733130E-9	537.160060181787540E-9	-879.062221394972680E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	462.121305789381740E+6	19.675552736037802E+6
3.646065007886340E+9	300.212800000000020E+0	-1.479864772409201E-6	-1.675337479497989E-9	-5.665507746451896E-9	767.675224908865400E-6	-3.397326415364522E-3	118.909632166303000E-6	-212.640044798005420E-6	34.911948949469442E-12	455.611973563597880E-15	-29.918186322262099E-9	961.983408672865410E-9	51.129026395128630E-9	602.301152612417510E-9	-10.918147236627530E-12	3.219556282127897E-12	2.239404565409788E-6	14.948724808108216E-6	3.879105462750227E-6	13.644411235011747E-6	410.496397331237020E-15	-1.434704003482107E-12	-465.084068953883580E-9	88.703352914021226E-9	946.663735850082720E-9	-1.217418105456273E-6	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	429.652323956779720E+6	18.582909641669311E+6
3.646065010229598E+9	300.265899999999990E+0	-1.479864772409201E-6	-1.681165248479686E-9	-5.672657924377750E-9	738.976805367328950E-6	-3.374774641737863E-3	98.465983210045566E-6	-191.658987383942340E-6	36.548700850715618E-12	1.898157226524891E-12	-40.560544120781024E-9	-531.663961534697760E-9	-178.086848744877940E-9	592.938748770218310E-9	-6.031639432819254E-12	3.206322538855108E-12	2.574241147612712E-6	349.171806072665990E-9	2.992662791307599E-6	1.219471820973630E-6	-1.393014450891163E-12	1.947259482354504E-12	467.787868438822130E-9	-261.029175245205270E-9	-217.255053108921030E-9	483.200032162478170E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	410.411304666286170E+6	17.524858811629750E+6
3.646065012504615E+9	300.302799999999990E+0	-1.479864772409201E-6	-1.673873068881698E-9	-5.670139648529034E-9	745.659955208647500E-6	-3.390801581689472E-3	102.235737591866800E-6	-209.141101449391000E-6	37.335697520010538E-12	3.548120316207038E-12	217.891162912946490E-9	517.032784097795040E-9	417.204853855332790E-9	-478.342059437568370E-9	-7.789972411907898E-12	8.825873571285525E-12	8.851248419751594E-6	11.533165973032984E-6	9.555307439935307E-6	9.991750927068789E-6	-819.834763674261410E-15	2.132149746476554E-12	-64.469348041440728E-9	362.808399411571480E-9	-297.069836717780210E-9	186.527429434200160E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	401.760272242417870E+6	17.233485922472168E+6
3.646065014363351E+9	300.356299999999980E+0	-1.479864772409201E-6	-1.681991727000989E-9	-5.678335202122593E-9	723.369597677922640E-6	-3.388230004330456E-3	81.829119816256531E-6	-196.857017091303270E-6	35.984254145183421E-12	1.190924509749786E-12	493.382705626825300E-9	26.194582787991965E-9	229.808058590405220E-9	870.983085470808390E-9	12.211003517381351E-12	-3.917346851313889E-12	-2.690194770180163E-6	-16.348277490669328E-6	-3.779473044578800E-6	-13.638856610497054E-6	1.028973011622435E-12	-1.310848389498884E-12	-509.291169235106580E-9	-121.395416136247010E-9	-478.117934998406490E-9	-125.305780847796200E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	416.848990102182920E+6	17.828366687087160E+6
3.646065016772398E+9	300.400899999999980E+0	-1.479864772409201E-6	-1.684593044302382E-9	-5.669703005442989E-9	747.401484963227750E-6	-3.379929456414450E-3	102.059020269742200E-6	-186.250148264129060E-6	33.768837998163890E-12	1.611508101050902E-12	-84.342418791676521E-9	-382.826910399751540E-9	1.749199315351534E-6	58.430197735267076E-9	-6.294690434765085E-12	-4.371611004180186E-12	1.489614444134465E-6	4.740521002070414E-6	1.376395811614878E-6	4.495472518910108E-6	-190.761950043324550E-15	1.422818194604697E-12	177.222458197614150E-9	-266.685705229813110E-9	-622.211452951850400E-9	-454.841147692356890E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	444.196510428211750E+6	19.110591389865849E+6
3.646065019287180E+9	300.443800000000010E+0	-1.479864772409201E-6	-1.692173593062566E-9	-5.673098163172940E-9	745.239408075843700E-6	-3.378845883465162E-3	101.582898930640830E-6	-186.207477654607220E-6	33.164871386266617E-12	499.460835128522920E-15	94.831155811596943E-9	-237.653514068674650E-9	106.884700310792550E-9	3.941652779632484E-6	-4.975873300758104E-12	-334.497824139216890E-15	409.696326727768890E-9	4.468824391061470E-6	1.071731149697445E-6	5.024098721809104E-6	382.069160222306410E-15	-253.319230508588170E-15	-481.575217023057050E-9	-259.074887954918470E-9	-381.793733483513850E-9	1.260584084831756E-6	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	452.285788336010630E+6	19.407779443756182E+6
3.646065021317486E+9	300.479199999999990E+0	-1.479864772409201E-6	-1.694570629848254E-9	-5.659549264211515E-9	753.565523183823720E-6	-3.344258585917614E-3	117.237362922694650E-6	-164.929298432830120E-6	33.955445377234974E-12	3.057996495015431E-12	343.198357874023200E-9	310.813173252184510E-9	-521.441113849919270E-9	42.345335357044382E-9	12.974438370716074E-12	4.092620269002271E-12	10.881345216379100E-6	-14.326138055863213E-6	8.937024995096161E-6	-13.135790110256520E-6	609.162042477349680E-15	-1.190645185760806E-12	-512.477166998756170E-9	106.714513032417510E-9	-592.736979234986690E-9	20.863660877607956E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	441.755360100697460E+6	18.740091705224626E+6
3.646065023447290E+9	300.519799999999970E+0	-1.479864772409201E-6	-1.678152336681758E-9	-5.666071225534192E-9	742.355222002649110E-6	-3.361338734700740E-3	105.127893439670730E-6	-189.824968467041480E-6	34.756076741713902E-12	2.700440919374304E-12	-487.989125383281320E-9	142.343099013898470E-9	-1.908864224454608E-6	42.184510492194910E-9	1.298242373285346E-12	-2.820542044270756E-12	-3.226830513302815E-6	-1.907634985036027E-6	-2.080383674806800E-6	-688.417585190662880E-9	-378.937508370715920E-15	-928.570645830284640E-15	-302.862759402515250E-9	273.166816368680880E-9	28.744184157904195E-9	1.122157845388977E-6	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	431.579205888826550E+6	18.334270962124571E+6
3.646065025790158E+9	300.555400000000020E+0	-1.479864772409201E-6	-1.680846562677075E-9	-5.665111244602487E-9	745.090759942044200E-6	-3.376963745965471E-3	103.771572385507420E-6	-196.657350085067740E-6	33.718593876589561E-12	1.366134824015964E-12	-49.315677631817455E-9	83.732433777246280E-9	-923.807722771816430E-9	1.194581203053561E-6	-7.071096007142473E-12	-3.525312168136794E-12	-4.384248672036551E-6	6.421761910772023E-6	-3.220992039092207E-6	6.711342046677991E-6	-724.467132742813920E-15	100.682542864124030E-15	-411.737042799311930E-9	181.479992644968160E-9	107.159863634255710E-9	-55.466041718976420E-9	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	0.000000000000000E+0	444.858408239091220E+6	19.019748863305878E+6
