3.642688986448029E+9	298.553800000000020E+0	-1.479864772409201E-6	-4.262437260541244E-3	-1.040802510600119E-3	32.686471177730630E-3	-7.213503908201862E-3	9.087675244600774E-3	-1.819015695056831E-3	4.017477992149580E-3	-585.451567142912020E-6	-601.115211864966010E-12	367.070965643658080E-9	-542.823096218230890E-9	-296.581373057383390E-9	2.156500698037687E-6	4.249457540545471E-6	304.026819460353470E-9	137.971671195367210E-9	1.873861266856704E-6	-2.528087643449208E-6	5.463849636573266E-6	-9.855865670298619E-6	4.508121564354844E-6	-4.300822316119176E-6	340.798381598096670E-9	-1.039586075012195E-6	-312.971815228277120E-9	56.504094701031484E-9	90.397142495003722E-9	-669.845236647426040E-9	727.286674420272390E-9	-1.241581568781657E-6	-109.153968924308480E-9	19.373051521669702E-9	1.244561889267429E+0	5.874032410194525E+0
3.642688989556417E+9	298.504200000000030E+0	-1.479864772409201E-6	-4.263502331141981E-3	-1.032071719492221E-3	32.665753908986531E-3	-7.175504219089643E-3	9.071857033368285E-3	-1.793068106229462E-3	4.012550141208703E-3	-579.750145260854530E-6	218.854337687802440E-9	-90.351044571281808E-9	-397.327150900581530E-9	-238.188620903421880E-9	-765.876171356411140E-9	8.444341512218237E-6	192.750727724652880E-9	126.778007962525650E-9	1.876184872129332E-6	-1.057111447195800E-6	5.705742582993747E-6	-734.328638509834340E-9	5.724307282042324E-6	-1.440123309205597E-6	928.037900256868460E-9	421.815460936054470E-9	192.604652568737950E-9	-405.792436085997430E-9	-540.596371561814320E-9	-496.348578378861050E-9	454.699636245427020E-9	-149.045932355338700E-9	-445.885464739988830E-9	141.123481233471060E-9	1.246090347544877E+0	5.880025431535429E+0
3.642688992521284E+9	298.453399999999990E+0	-1.479864772409201E-6	-4.257472955785368E-3	-1.036996356592892E-3	32.699689971861325E-3	-7.206439814425710E-3	9.089730908234251E-3	-1.809225315550560E-3	4.015034327904134E-3	-582.978290305001990E-6	-311.750144461160590E-9	365.461478396199030E-9	329.461335644676370E-9	-491.972718898328350E-9	2.406365788310733E-6	6.405932615612762E-6	651.439492692774620E-9	943.645029322435620E-9	1.403578820646297E-6	2.141516734907201E-6	3.963006357593039E-6	11.891079798527871E-6	3.357608628696417E-6	5.830194460141833E-6	646.281434285529140E-9	1.069058825207347E-6	129.002256385387080E-9	-172.110174799466720E-9	-540.902028932690140E-9	-642.551859280937710E-9	330.282533382025880E-9	624.360705601114270E-9	-162.692476913639930E-9	-437.312507896149190E-9	1.245319365080005E+0	5.880387846136195E+0
3.642688995301503E+9	298.400899999999980E+0	-1.479864772409201E-6	-4.262782736500523E-3	-1.040750735845265E-3	32.665421465301686E-3	-7.215483208771118E-3	9.067850253823326E-3	-1.816048973998070E-3	4.009710714159964E-3	-584.311995344426790E-6	540.337545875236780E-9	-202.774827948375410E-9	600.438459109649860E-9	-940.933800679318380E-9	-383.485528483710060E-9	4.523430856963148E-6	484.383839359832730E-9	88.527754456322064E-9	-2.719804577907302E-6	-315.266230866717380E-9	-14.651230112664699E-6	5.712615380676718E-6	-7.989449632607925E-6	1.868549458788941E-6	-2.309385059723274E-6	241.194062805128770E-9	-500.633812332691320E-9	-128.151357231978650E-9	435.756830791898640E-9	694.949198016663010E-9	-2.155821191795286E-6	-287.160280049514370E-9	-93.072924945056911E-9	18.616515475742654E-9	1.246972751012414E+0	5.885105658157700E+0
3.642688997997873E+9	298.351600000000020E+0	-1.479864772409201E-6	-4.259842613740275E-3	-1.039142654480936E-3	32.659235878134588E-3	-7.214864965487554E-3	9.061921849078261E-3	-1.813962859462343E-3	4.007179134296547E-3	-583.604740307124030E-6	-337.948736192738480E-9	25.011614348635461E-9	-2.455569426842306E-6	175.904056002800560E-9	-560.376528790968630E-9	4.033352371331653E-6	43.568735555409803E-9	72.060433785699457E-9	-1.587007143545734E-6	112.080910033828050E-9	-6.314856744908401E-6	4.858366801190648E-6	-2.478882293681204E-6	2.059957215393100E-6	-725.606577173942900E-9	662.417694181192020E-9	20.725702561417740E-12	384.234355231182250E-9	335.063457927097390E-9	-550.586466269144930E-9	-1.180166260366126E-6	331.157200833169310E-9	115.184847285949080E-9	-921.181761058411370E-9	1.247760539878570E+0	5.888759458515896E+0
3.642689000674558E+9	298.291600000000020E+0	-1.479864772409201E-6	-4.252301161066309E-3	-1.034660164662526E-3	32.697831358765014E-3	-7.188622593210600E-3	9.083137534661825E-3	-1.795813573804888E-3	4.009437511282525E-3	-580.570574944526430E-6	156.558394369746650E-9	371.695719042773950E-9	-127.438970910443210E-9	-93.867472947307587E-9	2.471348140341095E-6	8.256349882767797E-6	-1.291021242707949E-9	327.616726417049750E-9	-2.352677684962038E-6	229.668372259709450E-9	-12.787979787870028E-6	5.932572245793652E-6	-8.938706150321402E-6	5.710982512120755E-6	-1.542108763913886E-6	1.252515006825900E-6	207.547566734073040E-9	53.352470339885209E-9	147.343660575322420E-9	-1.069561805254348E-6	-1.008439660945113E-6	466.229666420293000E-9	-287.228877001129430E-9	247.763225347667360E-9	1.247057719675151E+0	5.889777246222600E+0
3.642689003793039E+9	298.220199999999980E+0	-1.479864772409201E-6	-4.253825920877775E-3	-1.040884676392883E-3	32.674577958978650E-3	-7.227326566157026E-3	9.068464670271085E-3	-1.817785076863186E-3	4.005472640838295E-3	-584.266719830603930E-6	-100.471468433255250E-9	-34.895107415311934E-9	32.601501904801275E-9	-801.878161426950110E-9	520.868968405228440E-9	4.324887954467183E-6	-529.554750763522960E-9	454.566459814128890E-9	-563.340280495704720E-9	-1.731264298193182E-6	-5.883246128844890E-6	-7.583227975245794E-6	-2.796260292608923E-6	-4.035653190410025E-6	-155.744358859416120E-9	-1.281962666786767E-6	-76.580659748925207E-9	-262.278230465328320E-9	418.186044186190290E-9	-1.047591509766590E-6	4.351365327002356E-9	-890.703989859391340E-9	697.471958214841780E-9	228.958081514723480E-9	1.248292136369096E+0	5.893465117706334E+0
3.642689006609342E+9	298.140499999999970E+0	-1.479864772409201E-6	-4.252303228836065E-3	-1.034111081424163E-3	32.691957080870519E-3	-7.188039607057932E-3	9.078563282553926E-3	-1.795251502215423E-3	4.005907760221813E-3	-580.027316152066440E-6	252.247599373311800E-9	-81.117655331232821E-9	-581.604812588636610E-9	-231.607984027023730E-9	1.180525606613420E-6	8.222503226347479E-6	-1.156872473581683E-6	-667.824728843164130E-9	-2.096670387923947E-6	-794.936715970711710E-9	-11.881859515855301E-6	170.077076198684870E-9	-6.339931941676808E-6	-742.351130432664690E-9	-1.618686556676591E-6	82.538569096511616E-9	-243.800392261428770E-9	-24.565785618300303E-9	540.455567081621710E-9	-634.420973017073720E-9	-484.003157113066040E-9	-631.002427545752630E-9	-32.798803130387151E-9	-313.574930658643940E-9	1.248156547599374E+0	5.894642416082263E+0
3.642689009674157E+9	298.057700000000010E+0	-1.479864772409201E-6	-4.247642445250764E-3	-1.037358744019182E-3	32.706657564793518E-3	-7.207920159369751E-3	9.083849042818087E-3	-1.806117029120594E-3	4.005657351365965E-3	-581.540778296830380E-6	-121.244466959451890E-9	-50.613047851272251E-9	682.470027324098030E-9	390.126373109149230E-9	2.907255803497597E-6	7.694010960184460E-6	-80.874132096984361E-9	851.168035104600610E-9	-30.864589973919267E-9	1.839407321141138E-6	880.766916984040690E-9	14.622696203387587E-6	-299.484223431499120E-9	6.914533877314312E-6	21.936755617230855E-9	1.353930732872730E-6	473.652545553446750E-9	-24.742507716613938E-9	-232.919580226307860E-9	125.011613706727690E-9	-625.883740042024270E-9	515.471461773399420E-9	282.851641299616250E-9	-149.292251000486640E-9	1.248234574606077E+0	5.897361269285762E+0
3.642689012642315E+9	297.982199999999980E+0	-1.479864772409201E-6	-4.252321539735287E-3	-1.040524525763088E-3	32.673068982809680E-3	-7.235510051137057E-3	9.064796470798367E-3	-1.821310360028226E-3	4.000433805848351E-3	-583.989510690661340E-6	110.150505777966940E-9	159.290681019431490E-9	823.813362128312610E-9	15.374607129594679E-9	550.675671621222460E-9	4.698678694762455E-6	321.602917055570190E-9	-22.844708891621536E-9	-703.984642223679740E-9	-1.001868377152860E-6	-1.665235028989323E-6	-3.672966225403269E-6	-6.018098454592063E-9	-5.043795634589283E-6	-971.656049223871940E-9	-196.246380208107050E-9	210.461078492264780E-9	-269.079840394899390E-9	-504.891932182970640E-9	-104.509961079437840E-9	-436.341509451258730E-9	-645.186796131644000E-9	-353.989367365758820E-9	-23.843754530767444E-9	1.249864450372945E+0	5.901428109495948E+0
3.642689015211501E+9	297.887200000000010E+0	-1.479864772409201E-6	-4.250730559700607E-3	-1.033916274474477E-3	32.675374837451317E-3	-7.192252228036021E-3	9.062811411778617E-3	-1.793885277175729E-3	3.999572437005534E-3	-578.758234328948680E-6	-45.040504657426422E-9	28.839592294082660E-9	-326.441899357437380E-9	452.635731183318720E-9	203.674089087720040E-9	8.853338737098816E-6	-348.265635783823730E-9	96.584204229628380E-9	556.808230691210550E-9	-28.963152170990000E-9	2.724659099869984E-6	-5.926371282889556E-6	2.678672523384020E-6	-1.435640784470733E-6	-220.964040292614500E-9	-364.569507299795770E-9	-75.044608358234879E-9	187.651671470198570E-9	-562.602973098542020E-9	-153.693642627854810E-9	803.041362385987400E-9	-849.172840882581130E-9	-364.160636121002500E-9	-119.280982080327270E-9	1.250133627719338E+0	5.903771915017833E+0
3.642689018082834E+9	297.765100000000020E+0	-1.479864772409201E-6	-4.250146857886591E-3	-1.042166637034724E-3	32.670470697187821E-3	-7.236088220911317E-3	9.060916020141838E-3	-1.822571458062774E-3	3.996840403699882E-3	-584.862319885612370E-6	334.368271053500800E-9	648.050441457474710E-12	-7.541302628002555E-9	-1.278195915171824E-6	-504.064945128457280E-9	4.479010039107593E-6	388.836165727662280E-9	586.189764700617190E-9	-2.799714953757360E-6	-198.978600093861950E-9	-10.831286922240339E-6	1.470768514547620E-6	-6.316204056868397E-6	858.667655070507780E-9	-1.182589728279672E-6	-179.824196006046260E-9	170.102653389250980E-9	361.545552317423500E-9	-1.024756089182733E-6	607.799202440389790E-9	-870.989313253278300E-9	-357.867372737189200E-9	-86.035997925001833E-9	-715.812927463374330E-9	1.250988154386022E+0	5.907054646262727E+0
3.642689021378172E+9	297.624500000000010E+0	-1.479864772409201E-6	-4.242044421476189E-3	-1.035283709332446E-3	32.702427207974914E-3	-7.205875604266047E-3	9.079093913900018E-3	-1.799822212432370E-3	4.000096856365478E-3	-579.222934620946070E-6	-225.015441474889600E-9	51.206149829531261E-9	669.219983021973460E-9	-1.107064517816550E-6	2.113385937867390E-6	8.668974218292891E-6	787.848272315067550E-9	-20.103794842021910E-9	-1.175092698727957E-6	25.213519252952373E-9	-5.527627809249149E-6	7.649484595411300E-6	-3.091772644405196E-6	6.352266204321686E-6	-1.231721816943968E-6	1.132040149510808E-6	61.466700536790031E-9	-345.474411040840270E-9	1.042159730113541E-6	47.736015339134455E-9	-923.199186472589560E-9	503.650415043401930E-9	-82.570459039757385E-9	-357.339892749930920E-9	1.249969733118673E+0	5.905690322593654E+0
3.642689024564653E+9	297.479300000000020E+0	-1.479864772409201E-6	-4.243046023500479E-3	-1.040478473968408E-3	32.690166605954724E-3	-7.240175866914246E-3	9.069767562655378E-3	-1.818801830042875E-3	3.996870556122898E-3	-584.328183430097130E-6	30.648388991884656E-9	56.334437757695029E-9	-111.920826293021010E-9	22.432918152212386E-9	2.248963729693573E-6	4.523588975011204E-6	518.579413506989310E-9	-63.771925766446196E-9	578.764977946131440E-9	-734.714333808909730E-9	9.153273106358272E-6	-7.788485731829105E-6	4.764750192197926E-6	-2.837295154210457E-6	418.020776265060480E-9	-384.028485972591590E-9	-215.683832107913890E-9	-83.343034263218954E-9	509.203632919492350E-9	752.761838855828930E-9	1.300565717664428E-6	-493.765924013337160E-9	485.221664996763020E-9	119.245902782751140E-9	1.250978716921514E+0	5.909723297672152E+0
3.642689027159353E+9	297.288599999999970E+0	-1.479864772409201E-6	-4.245625096768201E-3	-1.032975344950185E-3	32.679060546891771E-3	-7.199513403112660E-3	9.061919356055792E-3	-1.794184963287235E-3	3.994629368988259E-3	-578.722717880050920E-6	-85.970462484459557E-9	303.540695723731800E-9	-555.171807903190070E-9	-221.026647614280340E-9	272.452356254953480E-9	8.582417079932725E-6	-957.953373186478470E-9	947.254599366814260E-9	201.179407177354620E-9	-1.642367536962184E-6	354.695002038740480E-9	-13.607117969192690E-6	1.508431940821263E-6	-5.874706337039480E-6	-424.578844098780770E-9	-609.506827239994330E-9	-182.538186253176270E-9	332.165511977730720E-9	-200.793685828649780E-9	512.347603337081040E-9	256.472190980908860E-9	-1.833586114202351E-6	-385.404306234169190E-9	-515.289198665048610E-9	1.251680578633100E+0	5.912223390281041E+0
3.642689030212979E+9	297.097500000000020E+0	-1.479864772409201E-6	-4.243184412347190E-3	-1.041956918294001E-3	32.673743134455160E-3	-7.244447427834303E-3	9.057503218219560E-3	-1.822224520919742E-3	3.993329240647018E-3	-583.497862961715200E-6	-441.615044037881140E-9	-363.813887971641860E-9	-1.225114546820770E-6	-299.636206303781010E-9	562.892417773038650E-9	3.921009411637026E-6	-415.049842181298730E-9	-641.464179994082940E-9	-2.187518617366691E-6	-1.086591598990726E-6	-10.141283529060679E-6	-3.986865632769711E-6	-4.802495671760513E-6	-3.645737125304423E-6	-1.455108204112967E-6	-680.045103412857710E-9	69.514120062723473E-9	116.934551327383340E-9	-689.898288383914710E-9	91.294540565515840E-9	-461.742312022220080E-9	-427.122205056182300E-9	-184.966603655528470E-9	1.242296525567555E-6	1.252088094591939E+0	5.913922567629105E+0
3.642689033380066E+9	296.858999999999980E+0	-1.479864772409201E-6	-4.244758925550646E-3	-1.037599941908991E-3	32.661167913052097E-3	-7.219404470636395E-3	9.049358726645087E-3	-1.806104399644188E-3	3.990018426594968E-3	-580.075738186662610E-6	31.354506779778663E-9	-182.126224963159810E-9	-1.510116955426517E-6	-241.983047423809480E-9	-1.691901880047917E-6	7.371584457171356E-6	-292.635852195951170E-9	-1.052415662758658E-6	257.518603517587110E-9	810.565181781369600E-9	4.410718439655921E-6	8.083892132236680E-6	1.265289872562970E-6	6.755836365316221E-6	-170.129544328568150E-9	599.436707301599630E-9	191.589201371034810E-9	262.874610975316370E-9	52.788767825682025E-9	362.519905882131890E-9	1.068153721995206E-6	894.121520398748040E-9	-357.163786719791900E-9	717.769149728408990E-9	1.253127044896115E+0	5.917719334082634E+0
3.642689036522490E+9	296.625900000000000E+0	-1.479864772409201E-6	-4.241323828680492E-3	-1.043695527927564E-3	32.681811731005296E-3	-7.248588246535763E-3	9.059330511938572E-3	-1.820887446685583E-3	3.990671067842903E-3	-583.047508184129710E-6	-242.210659756830560E-9	-284.996165696121940E-9	-1.334495854805611E-6	549.036646156010670E-9	544.618468469184170E-9	4.207403563742881E-6	498.537146487322760E-9	-359.667640838278820E-9	549.144605616707200E-9	-3.565753178241354E-6	-2.200949148233729E-6	-11.610516220146703E-6	-212.717800680248140E-9	-8.403533949892700E-6	-601.682102373567340E-9	-1.081489016701880E-6	155.440894951475190E-9	2.887275165114159E-9	474.788681058370640E-9	170.271851891109230E-9	307.897533074729580E-9	-1.299791319030415E-6	-700.639597474177170E-9	-99.985674949802106E-9	1.252922106332025E+0	5.919425785156355E+0
3.642689039985037E+9	296.290100000000000E+0	-1.479864772409201E-6	-4.241306819135241E-3	-1.034758017659841E-3	32.677751348389725E-3	-7.206639352914384E-3	9.057232130808250E-3	-1.797378717210233E-3	3.990127193495043E-3	-578.156044866138280E-6	439.026643899524880E-9	-55.193875430953457E-9	515.308275031036040E-9	-465.851278415358050E-9	332.063639279441770E-9	8.810316695998985E-6	-31.433988341747339E-9	871.912759424974090E-9	246.147937726554470E-9	-982.573652846441770E-9	4.655879696073900E-6	-7.442930596416058E-6	4.289102481690700E-6	-2.167591143086651E-6	347.728621424357290E-9	-993.767322355117680E-9	387.292147963542730E-9	388.004625220454490E-9	93.726968776946389E-9	246.829510706803320E-9	1.289592764909964E-6	-921.082583276965260E-9	421.541195042803800E-9	-791.462701199976090E-9	1.253092885898804E+0	5.919740918557467E+0
3.642689042939756E+9	295.989300000000010E+0	-1.479864772409201E-6	-4.233752758984701E-3	-1.039025906735245E-3	32.703243333482263E-3	-7.232807832898930E-3	9.070126666742642E-3	-1.810192598133258E-3	3.992034650135698E-3	-581.171417522720730E-6	160.924709726302530E-9	-82.606607876986226E-9	-148.231225633985520E-9	172.315326671385720E-9	3.411187529352334E-6	6.447106011056133E-6	-18.132453471975174E-9	-526.499168243007830E-9	786.272552301838770E-9	1.952883776965135E-6	7.308679291003627E-6	13.593103759101812E-6	4.789036758164527E-6	7.646689173886995E-6	842.513048122155160E-9	1.722616227650014E-6	-76.444910103911830E-9	-166.655446857483810E-9	830.624816592907880E-9	-149.058247123070800E-9	39.463417303988985E-9	1.284579299767584E-6	-997.466773401204610E-9	374.107325935822850E-9	1.252494138504043E+0	5.920068019934717E+0
