3.642678425134441E+9	299.996800000000010E+0	-1.479864772409201E-6	-4.964133968184168E-3	-879.596576090535370E-6	27.903869635726941E-3	-5.773745915446761E-3	10.867442828693527E-3	-1.991430496470040E-3	4.762837730798505E-3	-673.520250014114710E-6	-765.490247499036030E-9	-337.191462585927390E-9	430.396978877561010E-9	-1.609430499390377E-6	9.664577558267121E-6	12.794706751109256E-6	-134.625578222234770E-9	922.238741630409420E-9	4.241793351445006E-6	2.629693808179298E-6	32.244894606244191E-6	14.688817209309496E-6	15.461851315288131E-6	7.313955530923334E-6	3.983171902409438E-6	2.033820044950268E-6	-101.790032015302060E-9	-393.877893516323450E-9	-29.557047708786297E-9	211.881656352217250E-9	3.081750867377912E-6	2.579609253280293E-6	-50.265676736293445E-9	-176.243741560173610E-9	1.049794320656340E+0	3.576948821260220E+0
3.642678427581319E+9	299.995299999999990E+0	-1.479864772409201E-6	-4.977719932929390E-3	-902.210643951451270E-6	27.815213620305930E-3	-5.903210620054737E-3	10.826455459573402E-3	-2.059967688166348E-3	4.751545384157340E-3	-689.459832721722970E-6	341.300674012794620E-9	29.550511890156788E-9	-246.698509697911680E-9	-268.239158566102340E-9	2.192001215637128E-6	-3.411322804827218E-6	502.827791240550780E-9	-148.895669981787920E-9	-6.813396194495487E-6	1.905070761473941E-6	-34.753932152448346E-6	11.049121636542802E-6	-18.657359265812183E-6	4.545737075074503E-6	-4.751807913243245E-6	831.283058261269050E-9	440.156174274797320E-9	-106.577140541019870E-9	877.722649812277890E-9	200.360869558173730E-9	-5.085581873964936E-6	-417.864662265725180E-9	57.999673165291076E-9	109.949547473968300E-9	1.052289222927568E+0	3.575417424692322E+0
3.642678430898285E+9	299.999500000000010E+0	-1.479864772409201E-6	-4.972969002356937E-3	-873.297742231527200E-6	27.845278735998374E-3	-5.730182357117817E-3	10.843922942183429E-3	-1.970279307428156E-3	4.754884053467310E-3	-667.706008857572890E-6	185.436424034811070E-9	-153.887298478341450E-9	-948.678461993085380E-9	-276.864502174942300E-9	2.817917151426550E-6	15.722451845127086E-6	-143.174497345922870E-9	-72.243866159379782E-9	-3.369318299269552E-6	7.962566375362867E-6	-10.663637980626476E-6	45.889271654559809E-6	-8.026930027787520E-6	22.758364772292986E-6	-1.551382988018475E-6	5.913319842175063E-6	169.984715270484720E-9	-103.735222743860450E-9	76.808803731998458E-9	-998.309949789972170E-9	-2.535365374834584E-6	3.844227677681446E-6	591.183496665996180E-9	34.378973978483257E-9	1.051550351969981E+0	3.575556333790597E+0
3.642678434061720E+9	299.995299999999990E+0	-1.479864772409201E-6	-4.972403501499232E-3	-902.418595689408170E-6	27.830794033093204E-3	-5.901998342486511E-3	10.838114294917569E-3	-2.059011535239741E-3	4.752988871216486E-3	-689.335509610689490E-6	-5.025672049983040E-9	309.157656519470550E-9	-32.356169926424928E-9	-756.486052243250390E-9	4.897290314164390E-6	-3.823940795184119E-6	526.736045471214770E-9	-8.356483841032682E-9	-6.109866981758978E-6	-136.154342405236510E-9	-35.023273578093712E-6	4.721104742124107E-6	-19.141148061806358E-6	450.807806288148570E-9	-4.752731081510296E-6	1.078470124694842E-6	289.541265603231210E-9	326.720739740976570E-9	256.973642695497460E-9	110.200669749162210E-9	-3.552515956715864E-6	-737.597735105245200E-9	-97.676568319261107E-9	750.345729237013170E-9	1.051969641729940E+0	3.575156643240048E+0
3.642678436897391E+9	299.996800000000010E+0	-1.479864772409201E-6	-4.988981795209287E-3	-880.902175173155530E-6	27.734401007739513E-3	-5.784867295537652E-3	10.782487584939611E-3	-1.998599171834951E-3	4.738615384610483E-3	-674.438505981153320E-6	-77.811478875903768E-9	-189.198040170989360E-9	-410.455319559110410E-9	444.540913933475800E-9	-8.347531974252938E-6	7.130065543517145E-6	899.016430778614900E-9	800.600054709823980E-9	1.401361831185924E-6	-7.860203561158573E-6	4.091474932186265E-6	-47.537692243657330E-6	4.140579887223523E-6	-24.238856070521980E-6	1.139064693338835E-6	-5.343758226555280E-6	219.136804580519450E-9	34.180183246412261E-9	-363.996456991791920E-9	-531.741634586693320E-9	1.889675326912945E-6	-5.569217046646583E-6	-631.871296169427020E-9	482.534244374981550E-9	1.055160546736587E+0	3.577398047086567E+0
3.642678439581159E+9	299.998899999999990E+0	-1.479864772409201E-6	-4.969089162097909E-3	-870.484502672502730E-6	27.856517873284563E-3	-5.718213121737654E-3	10.845188229599137E-3	-1.962341306647344E-3	4.753051408532092E-3	-665.552269226283000E-6	17.664257005946530E-9	21.823651461843711E-9	-9.437623057257944E-9	-619.737486247999290E-9	3.315087547970160E-6	16.527306681349508E-6	-597.917903595814370E-9	-473.969815890398720E-9	-12.237024724290112E-6	6.956413134807357E-6	-60.243513102224099E-6	47.791716940146977E-6	-32.933616204525683E-6	24.807238351098473E-6	-7.716571232699148E-6	6.219834616539458E-6	-193.762327051703720E-9	243.971656515181800E-9	949.039879763900120E-9	181.527455657894190E-9	-8.102465167628517E-6	3.486797707158319E-6	-233.362404129963260E-9	-290.942419335422900E-9	1.051955800651476E+0	3.579033379093856E+0
3.642678442690422E+9	300.002799999999980E+0	-1.479864772409201E-6	-4.974728303030366E-3	-902.022734705858810E-6	27.802440055287286E-3	-5.896366278178244E-3	10.823143518011251E-3	-2.055628306159944E-3	4.747492542415919E-3	-689.566735472570500E-6	-37.449977964732507E-9	46.624039297352753E-9	138.297943162023890E-9	-897.786711621863610E-9	1.560635544265564E-6	-2.090201354307340E-6	-347.144910564248770E-9	-1.056156910009328E-6	-6.595525472900244E-6	6.081937663087036E-6	-27.860869238091832E-6	42.702683269362088E-6	-14.989062998832567E-6	19.575683344444789E-6	-4.335021445711631E-6	5.101836554750371E-6	160.413125166595580E-9	-22.952954995742841E-9	-1.532760651762593E-6	1.005211984041705E-6	-4.079909954010086E-6	3.366223071816275E-6	165.096663914364610E-9	-1.059743585171629E-6	1.053187541702927E+0	3.576476715987753E+0
3.642678445745455E+9	300.004000000000020E+0	-1.479864772409201E-6	-4.968988875979479E-3	-871.903053691241820E-6	27.838717101062112E-3	-5.726832757379083E-3	10.843614205478301E-3	-1.968393941774383E-3	4.751868165446485E-3	-667.082676668817820E-6	194.724384486247500E-9	93.627754884857776E-9	441.963832551201980E-9	587.457888593508060E-9	2.648846415783393E-6	15.693786671766090E-6	998.782280273276720E-9	-274.432687026684250E-9	675.319039782500520E-9	5.605732568011364E-6	7.108271637120549E-6	39.722440783914431E-6	2.744254428187076E-6	20.133158630244118E-6	1.031507750297445E-6	4.866453757267101E-6	229.418234892574410E-9	231.218236329945790E-9	524.348738095333650E-9	648.017286177811280E-9	-718.228541932405450E-9	3.999946322850066E-6	488.129762544387970E-9	-184.650289210416080E-9	1.052217743825012E+0	3.576509764973026E+0
3.642678448831910E+9	300.001899999999980E+0	-1.479864772409201E-6	-4.976270828640173E-3	-903.051012598734540E-6	27.789400013373700E-3	-5.903056186095674E-3	10.816566831937841E-3	-2.060127010554164E-3	4.745424480541978E-3	-688.892028718723880E-6	-408.713942555596350E-9	-290.344119060917870E-9	-600.281933519068350E-9	-564.149386155833550E-9	-201.569854465387850E-9	-3.919340340344780E-6	-475.634916448047630E-9	-157.225080528528770E-9	-5.203838158046227E-6	5.365571185095966E-6	-22.652628589576433E-6	32.837088747366766E-6	-12.967295671989767E-6	17.578773683079927E-6	-3.319625366183194E-6	4.022301231388008E-6	70.972413381044585E-9	419.175112322508090E-9	722.200344109718960E-9	322.237114578734170E-9	-3.162204963128763E-6	2.285891648908062E-6	-239.220290382431500E-9	130.535943818772070E-9	1.053646522139774E+0	3.576673330495691E+0
3.642678451840336E+9	300.001899999999980E+0	-1.479864772409201E-6	-4.962301106437860E-3	-900.011658394971720E-6	27.860187019545287E-3	-5.896021916860368E-3	10.851732153188739E-3	-2.053660877904389E-3	4.752829895509188E-3	-686.754486452479570E-6	461.222135376771860E-9	-338.565949579421850E-9	1.158885914978164E-6	239.201791534488440E-9	6.876525318792431E-6	-1.425247139418021E-6	1.491362556050075E-6	-1.528397072841684E-6	-4.928012545046690E-6	-316.692358008299010E-9	-29.805425582966248E-6	-2.352466320531893E-6	-14.209685208784734E-6	-2.830792870588609E-6	-4.432739206993483E-6	-257.067656925594860E-9	171.734582427674230E-9	182.286210971107200E-9	758.859043137334140E-9	-1.142670824417073E-6	-3.377306867275233E-6	-658.753973221853130E-9	802.266105836707830E-9	-890.724943155999920E-9	1.052004828686244E+0	3.578595329579825E+0
3.642678455600000E+9	300.002500000000000E+0	-1.479864772409201E-6	-4.970742340411363E-3	-871.164692998068990E-6	27.817098149902519E-3	-5.727631592099533E-3	10.829374297881254E-3	-1.967695630662223E-3	4.745858689419346E-3	-667.085609115064910E-6	-63.322386636678403E-9	-152.491560741650250E-9	1.298042113282491E-6	-321.181145566535440E-9	12.625066844474330E-9	16.105311300046317E-6	175.606576350752020E-9	-762.529909129372610E-9	-2.528377412948148E-6	4.989541841080172E-6	-11.588077823466213E-6	35.197328460495553E-6	-8.113727412121087E-6	18.428745757733342E-6	-2.525125496117124E-6	4.450738255683515E-6	77.624635055698155E-9	-80.294278802085283E-9	-677.089576954373660E-9	72.285907452922277E-9	-2.570114543631949E-6	3.277089360400204E-6	-54.342577575052494E-9	123.022262236610080E-9	1.053550121740297E+0	3.579483706477512E+0
3.642678458814101E+9	300.004000000000020E+0	-1.479864772409201E-6	-4.965900884180214E-3	-900.821217994295470E-6	27.837508757619946E-3	-5.900597692505167E-3	10.839022611400760E-3	-2.055956912001598E-3	4.747910197076655E-3	-688.098316662144800E-6	-264.884221108300770E-9	302.958235144929730E-9	-290.628465220404800E-9	333.748864192639370E-9	4.648412411868848E-6	-1.851378187736880E-6	-575.983370064852020E-9	795.384405580868740E-9	-9.369858199815801E-6	605.217477959508250E-9	-50.491138572143630E-6	6.669184141402918E-6	-25.120855703901552E-6	1.005120214506455E-6	-6.268395086851390E-6	432.559595536911390E-9	141.789731375478990E-9	145.988654590661130E-9	-234.957133759482810E-9	777.989095458884700E-9	-5.405743713012308E-6	-1.047466152931640E-6	-531.235744948991950E-9	-233.374952606551160E-9	1.053094897009333E+0	3.580203803493452E+0
3.642678461732685E+9	300.000099999999970E+0	-1.479864772409201E-6	-4.968576715955592E-3	-874.433620500196340E-6	27.814145317714232E-3	-5.745205037756392E-3	10.828242882921809E-3	-1.976279869132760E-3	4.745896967346090E-3	-668.337298088846540E-6	327.235400788413820E-9	88.924723709410817E-9	1.767960726424185E-6	1.082173688560578E-6	-266.234265830174220E-9	14.299744092047711E-6	-19.149196365035507E-9	1.192285103538942E-6	-8.230912397901442E-6	9.704156746632642E-6	-37.585895608346518E-6	66.235214905264569E-6	-22.762744629228557E-6	34.211809401074242E-6	-4.843692604120924E-6	8.791102115456596E-6	195.861903682751860E-9	220.691377912866110E-9	578.660002661284690E-9	-144.353209547695800E-9	-6.105546882448732E-6	5.194165796225420E-6	191.734869567912900E-9	147.149663792811180E-9	1.053541624355154E+0	3.579071048457875E+0
3.642678465437181E+9	300.005800000000020E+0	-1.479864772409201E-6	-4.963672622173020E-3	-904.400552189559240E-6	27.837956788001012E-3	-5.918999984509095E-3	10.837646162575872E-3	-2.065033207620920E-3	4.747141989154484E-3	-690.274210835891330E-6	155.136309764182620E-9	-346.317091016811520E-9	-702.729708897948670E-9	-65.070203787736996E-9	4.441700036516494E-6	-3.787948112001877E-6	-257.732930870144990E-9	124.804055140627850E-9	-7.838317850488969E-6	-1.535985752914634E-6	-40.307672654692606E-6	-143.067888192812130E-9	-20.054821931145952E-6	-3.932988202551264E-6	-4.327257818913399E-6	-903.565305326964940E-9	3.018972009041846E-9	345.803022299720270E-9	316.438515743327750E-9	863.974319409568720E-9	-4.570879831236985E-6	-406.137895096995220E-9	-1.650290014162172E-9	-826.553509834356650E-9	1.053265314461460E+0	3.581167503366183E+0
3.642678468437172E+9	300.005800000000020E+0	-1.479864772409201E-6	-4.973411694292249E-3	-873.089760528419720E-6	27.791624646185023E-3	-5.732531392775618E-3	10.818031342230573E-3	-1.969296260028011E-3	4.742610909293734E-3	-667.306778601332710E-6	-283.824316633151990E-9	161.404766764483980E-9	692.246954394279530E-9	1.176187555199069E-6	-2.330037466602758E-6	14.882547001506122E-6	-131.732407707939790E-9	238.668244461742420E-9	-7.265427392484932E-6	919.422078489049270E-9	-41.122687641057014E-6	10.107077208383809E-6	-20.634934913094938E-6	4.843889172676754E-6	-5.656340592969430E-6	1.838423691155013E-6	-559.338052005168870E-9	-143.584513940695160E-9	311.171771071473400E-9	156.507261436373360E-9	-4.322583345237157E-6	318.024640578934880E-9	129.740827923010460E-9	502.602467467758290E-9	1.054271601788348E+0	3.578955480132808E+0
3.642678471533484E+9	300.006100000000000E+0	-1.479864772409201E-6	-4.968070751733881E-3	-901.403400272160630E-6	27.794234914247817E-3	-5.903890034202997E-3	10.825169447774842E-3	-2.059008340906168E-3	4.742782900876655E-3	-688.604317071990400E-6	-114.764580213402390E-9	-180.601492163396420E-9	-8.057578068129126E-9	-70.843041949950611E-9	1.444124478924896E-6	-3.337841230736160E-6	67.584089823474496E-9	482.507698666863760E-9	-3.395157961219682E-6	5.739257226581513E-6	-15.745492949648707E-6	38.391337448425098E-6	-10.939854367281195E-6	20.798643226046008E-6	-2.794861699413271E-6	4.744735698272409E-6	-87.527790379770021E-9	-57.074786697725183E-9	-791.753895067095620E-9	-161.736183096773420E-9	-2.739144758371075E-6	4.390895084601812E-6	269.077200017777350E-9	-1.003173127962364E-6	1.054233369837738E+0	3.577871013943399E+0
3.642678474658777E+9	300.000099999999970E+0	-1.479864772409201E-6	-4.973948298785376E-3	-872.193733221663020E-6	27.784240738564059E-3	-5.735708858948987E-3	10.815888741794233E-3	-1.971417668016455E-3	4.739752999045803E-3	-666.888551220430010E-6	-138.514375524388390E-9	438.658211486568660E-9	-22.936590813498053E-9	-122.833772439741990E-9	-2.847574343374428E-6	14.755285546441061E-6	1.271650827488747E-6	111.466224455997370E-9	-7.971869442583747E-6	382.966458872526850E-9	-40.895882539785068E-6	1.632110721822273E-6	-22.968337781421307E-6	13.182521003790333E-9	-5.503205538538546E-6	-42.475379976148628E-9	-198.973251338967290E-9	103.961772937928300E-9	-1.180430126309155E-6	193.661239231064870E-9	-4.846131760594776E-6	-1.001092529738989E-6	284.135913156978820E-9	-480.768413561347470E-9	1.054907291794866E+0	3.580007650226892E+0
3.642678477547721E+9	300.003100000000020E+0	-1.479864772409201E-6	-4.982395286459126E-3	-884.646111490462050E-6	27.713158721398127E-3	-5.793743346038029E-3	10.777623477322529E-3	-2.002918378963648E-3	4.730891755587710E-3	-674.592662986828210E-6	-163.475997347407850E-9	-40.570923758395136E-9	-383.650897536414740E-9	-349.159176120141580E-9	-8.731535597111221E-6	8.594877650117203E-6	239.247671212441740E-9	-411.098379094410790E-9	2.484640699870418E-6	-3.820941921390307E-6	16.248785219021963E-6	-21.281348143990296E-6	9.068819520197794E-6	-11.471690943580859E-6	2.108961880397823E-6	-2.099569745696714E-6	-341.976018887205240E-9	393.390047444490030E-9	126.174337364181930E-9	412.376985742386330E-9	2.472624172644774E-6	-2.156994583949018E-6	-59.406069957964572E-9	213.197027052317190E-9	1.056883196301087E+0	3.579776523965666E+0
3.642678481204648E+9	300.000999999999980E+0	-1.479864772409201E-6	-4.973620136548462E-3	-875.367631156967130E-6	27.774933621125476E-3	-5.744344118453600E-3	10.802771570043158E-3	-1.974552995524200E-3	4.736991743841268E-3	-667.137927314968680E-6	-178.406210157351150E-9	-343.258130823561830E-9	278.699199255922300E-9	344.628234925775810E-9	-4.973849347463204E-6	14.335430506348856E-6	1.011503368535695E-6	501.572752524660830E-9	-8.055176902287688E-6	-1.078327212042721E-6	-44.829443791183551E-6	-2.247360081376335E-6	-22.352919971850820E-6	-3.549258748889580E-6	-5.500335265343062E-6	-698.329217169680970E-9	207.494016217647760E-9	-168.101773139279510E-9	450.996238486631290E-9	-2.012587007320691E-6	-4.142687483851637E-6	-2.313551082362844E-6	-2.086684674193068E-9	172.039664394226840E-9	1.055522211222065E+0	3.582898803475524E+0
3.642678483524434E+9	300.000400000000010E+0	-1.479864772409201E-6	-4.958539435473894E-3	-874.664341035365460E-6	27.852119058125513E-3	-5.750385760758264E-3	10.854220908788443E-3	-1.977066746919141E-3	4.747319377115380E-3	-668.352418294573990E-6	-202.974779156161350E-9	271.459749320778430E-9	-120.750508217655210E-9	-1.169942141125555E-6	5.411557699839260E-6	15.465825227755743E-6	1.088258452452906E-6	-773.133016304078240E-9	3.638635042463483E-6	6.216663833772128E-6	19.820092460611616E-6	36.807460651856255E-6	10.058756010271087E-6	20.644168415279611E-6	2.067759908095177E-6	4.414771773755373E-6	-284.775003670852650E-9	296.122096131503360E-9	242.110046424747690E-9	639.809293000621870E-9	1.199714454921106E-6	5.256660980750485E-6	623.845473544654320E-9	-71.334637337050228E-9	1.053225958232908E+0	3.580525513256183E+0
